-2.104037479091546980e-01 -4.956665503143402596e-01 -5.730919334645826480e-01 -4.453836393310598440e-01 -3.297595340487560756e-01 -2.625898778764135799e-01 -2.130037056217566060e-01 -1.891209428313082030e-01 -1.935065405403785799e-01 -2.659433145375063035e-01
-2.135126102340939858e-01 -4.787165913411127183e-01 -5.553368490636368948e-01 -4.312567083565966297e-01 -3.190562192312072498e-01 -2.538696474902016886e-01 -2.058084392275033314e-01 -1.831150457817443677e-01 -1.883300173729869909e-01 -2.612643156239093378e-01
-2.157698972014794048e-01 -4.619054760350888578e-01 -5.375974213205996222e-01 -4.171268501400892670e-01 -3.083402868253506957e-01 -2.451321121099359068e-01 -1.986008258110359970e-01 -1.770831373697775435e-01 -1.831357084038220950e-01 -2.565574185146465847e-01
-2.171623400525597158e-01 -4.453450586123073318e-01 -5.199125323864136616e-01 -4.029972637867330620e-01 -2.976048037462165619e-01 -2.363677338023377761e-01 -1.913676348061246202e-01 -1.710371212293454179e-01 -1.779224923478228970e-01 -2.518328030694584885e-01
-2.176804594678638516e-01 -4.290507241538215055e-01 -5.023015604361036335e-01 -3.888838336711631372e-01 -2.868583770458425497e-01 -2.275827313356613424e-01 -1.841097234985890896e-01 -1.649669319828265812e-01 -1.726864358866780080e-01 -2.470994540411712292e-01
-2.173176497733250723e-01 -4.130611163873494363e-01 -4.847821819156061807e-01 -3.748069578482300934e-01 -2.761160263052179209e-01 -2.187890510603730798e-01 -1.768353510839373310e-01 -1.588790468405903156e-01 -1.674337601646835316e-01 -2.423647921296432917e-01
-2.160722441783411718e-01 -3.974094317185631331e-01 -4.673669400218876113e-01 -3.607845013381145161e-01 -2.653935224157095152e-01 -2.099996665232502502e-01 -1.695543633155705832e-01 -1.527803332856723095e-01 -1.621699657704097353e-01 -2.376310375497242278e-01
-2.139462539991108248e-01 -3.821028442397911284e-01 -4.500621003631786188e-01 -3.468293067980063871e-01 -2.547045516877980420e-01 -2.012277410680011203e-01 -1.622773020971381985e-01 -1.466782888622941150e-01 -1.569005327606164402e-01 -2.329000088210585462e-01
-2.109455369601445918e-01 -3.671233752404979289e-01 -4.328776150572031800e-01 -3.329499285405713160e-01 -2.440580268279331499e-01 -1.924816991290510260e-01 -1.550110354659065826e-01 -1.405775205960261287e-01 -1.516290780119703696e-01 -2.281726456564268091e-01
-2.070810530281123052e-01 -3.524413398747832660e-01 -4.158176682555455028e-01 -3.191583334617268952e-01 -2.334652188874097589e-01 -1.837712102301249373e-01 -1.477629889641586813e-01 -1.344828974108966124e-01 -1.463593528688147405e-01 -2.234433932661485378e-01
-2.023657402426693175e-01 -3.380390278181091834e-01 -3.988942090371905835e-01 -3.054713411923851707e-01 -2.229397656783493331e-01 -1.751075747028180141e-01 -1.405412112472335662e-01 -1.283990541017473730e-01 -1.410942103528099734e-01 -2.187244215868940911e-01
-1.968207287457324206e-01 -3.239097768763977148e-01 -3.821125412960774126e-01 -2.919064697791837748e-01 -2.124970434760599658e-01 -1.665033680399102545e-01 -1.333551126507138418e-01 -1.223305883532055799e-01 -1.358366608453908664e-01 -2.140092785495558703e-01
-1.904664920810395790e-01 -3.100233067952550270e-01 -3.654669103184980394e-01 -2.784685475308310010e-01 -2.021416041704109101e-01 -1.579632259170947184e-01 -1.262094028654160982e-01 -1.162806432765142173e-01 -1.305880825722480210e-01 -2.092975002555270136e-01
-1.833324033675343689e-01 -2.963421879114747637e-01 -3.489500776270735849e-01 -2.651494894069554298e-01 -1.918676762758714516e-01 -1.494829925099633861e-01 -1.191035559104252628e-01 -1.102498522940559278e-01 -1.253495056946642983e-01 -2.045887316757023511e-01
-1.754474271928509188e-01 -2.828248286793202948e-01 -3.325621529451993075e-01 -2.519410237276972775e-01 -1.816686909229655866e-01 -1.410582772661392592e-01 -1.120359068351453602e-01 -1.042396574385391350e-01 -1.201221592765082807e-01 -1.998820998821745909e-01
-1.668477892424818088e-01 -2.694249278566445138e-01 -3.162938167813574841e-01 -2.388329784647348353e-01 -1.715374695044227238e-01 -1.326839202967909914e-01 -1.050038967862022832e-01 -9.824940008512084155e-02 -1.149012817646232198e-01 -1.951767821298893701e-01
