4.545662385550634788e-02 1.255221116345124344e-01 8.525433465572795910e-02 4.227100676120587597e-03 -4.573108230278243036e-02 -8.158596006707619086e-02 -1.252222391876242624e-01 -1.908488525834776683e-01 -3.006490491486447647e-01 -4.977202159145637239e-01
3.218076383121021983e-02 1.237151231313939337e-01 8.405081288026436392e-02 4.538365703144472268e-03 -4.477944079826196716e-02 -8.046351266538728786e-02 -1.241253314873587699e-01 -1.897845704570043091e-01 -2.996649516248360845e-01 -4.970042362952617476e-01
1.873338788519241307e-02 1.208945178675500109e-01 8.262856105932626927e-02 4.703498270045374484e-03 -4.397652123026892651e-02 -7.948059314101253714e-02 -1.231094289937230135e-01 -1.887762336719233935e-01 -2.987779079588614439e-01 -4.965001156871369226e-01
5.168546199797569539e-03 1.168541552798251226e-01 8.063758911414029007e-02 4.483664499709827389e-03 -4.349112264431463648e-02 -7.877055093709753320e-02 -1.222915905882648452e-01 -1.879651268814493126e-01 -2.980078149936032927e-01 -4.962003870980581377e-01
-8.458202043640556181e-03 1.118472693021922704e-01 7.807004707419434864e-02 3.767695794570570522e-03 -4.339312811459264396e-02 -7.838249232591915083e-02 -1.217295897457049414e-01 -1.873567432474749495e-01 -2.974106189759750385e-01 -4.960981091966850665e-01
-2.209044914090433492e-02 1.059389264692840449e-01 7.493568856485582907e-02 2.521072598840864987e-03 -4.371617336376339147e-02 -7.834482800210804121e-02 -1.214453167530514938e-01 -1.869562960117548689e-01 -2.969799051944305712e-01 -4.961318003428448753e-01
-3.567196116523078248e-02 9.918568342374527169e-02 7.126276948501431008e-02 7.558594381769090376e-04 -4.446053584414707410e-02 -7.865982532760179557e-02 -1.214367443022280890e-01 -1.867565114526585079e-01 -2.967063193933109355e-01 -4.962563200598546498e-01
-4.914367073334829222e-02 9.168296122826924410e-02 6.709856920442044959e-02 -1.478865771572669685e-03 -4.558888466978713166e-02 -7.929790722937922476e-02 -1.216796136236152071e-01 -1.867407443125237987e-01 -2.965774817702163668e-01 -4.964626584659939668e-01
-6.244860603427361545e-02 8.354663191461464411e-02 6.246117737435684381e-02 -4.148652234457816945e-03 -4.707160116563479518e-02 -8.023289405291597620e-02 -1.221562338963631950e-01 -1.869006341448784247e-01 -2.965905598088782180e-01 -4.967479711645471085e-01
-7.552931023120947052e-02 7.488485473242306734e-02 5.738140654397737295e-02 -7.243856561932882077e-03 -4.890228020973532569e-02 -8.146034627015059926e-02 -1.228629435921142904e-01 -1.872293924592137171e-01 -2.967361135115523241e-01 -4.971015846244321024e-01
-8.832891668348591407e-02 6.576530544638457820e-02 5.186202237400167753e-02 -1.077534112899169311e-02 -5.109191595011176867e-02 -8.298844952644644779e-02 -1.238076907154119638e-01 -1.877298835150508771e-01 -2.970129339054869422e-01 -4.975163132099088004e-01
-1.007918639904419322e-01 5.622800344500133302e-02 4.592226273824883548e-02 -1.475421775838403615e-02 -5.365055376359859074e-02 -8.482688323806300557e-02 -1.249982320100908734e-01 -1.884003932942399928e-01 -2.974147469385742815e-01 -4.979799757055476950e-01
-1.128637420097424737e-01 4.634034428415807760e-02 3.960845555661489381e-02 -1.914533533264183018e-02 -5.654613518830636787e-02 -8.694714700055962420e-02 -1.264160054783683429e-01 -1.892269979212743425e-01 -2.979269621827397296e-01 -4.984846129962434147e-01
-1.244925813255080560e-01 3.617019419504841071e-02 3.296230202279196858e-02 -2.388795012203918933e-02 -5.972266836575687576e-02 -8.929924156549751135e-02 -1.280264079830506496e-01 -1.901910672535030156e-01 -2.985385748576040443e-01 -4.990225991663242433e-01
-1.356267955800808112e-01 2.578314854554678015e-02 2.600158951445696864e-02 -2.893360302713997301e-02 -6.313568682741849125e-02 -9.184739551140302938e-02 -1.298016296664797342e-01 -1.912817399871389323e-01 -2.992445683235199216e-01 -4.995865800376618204e-01
-1.462201215877960980e-01 1.524475297765828796e-02 1.876311293782612077e-02 -3.423763842595280160e-02 -6.674863206427439355e-02 -9.456010223597383080e-02 -1.317170482472794779e-01 -1.924833961607783639e-01 -3.000334887794970928e-01 -5.001682263989527533e-01
-1.562259144125376087e-01 4.621137014452630920e-03 1.127287538937822575e-02 -3.976072704752182940e-02 -7.052476717485663127e-02 -9.740587595405643395e-02 -1.337499652091858338e-01 -1.937832285609787930e-01 -3.009004859375490337e-01 -5.007612827532657018e-01
-1.656044473570871534e-01 -6.030583664540845046e-03 3.578806789059627014e-03 -4.544302080634016194e-02 -7.441709010731659135e-02 -1.003454080894460587e-01 -1.358672274178781003e-01 -1.951596895063985593e-01 -3.018281670345703271e-01 -5.013594492063798702e-01
